Gene,Phylogeographic tree,Name of species,Position in ASM,Bootstrap mean,Least-Square distance
../datasets/small_seq.fasta,WS10M,OM739053,9500_9699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9600_9799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9600_9799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9600_9799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9600_9799,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9600_9799,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9700_9899,83.0,2.22
../datasets/small_seq.fasta,test_var2,OM739053,9700_9899,83.0,2.46
../datasets/small_seq.fasta,QV2M,OM739053,9700_9899,83.0,3.53
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9700_9899,83.0,3.43
../datasets/small_seq.fasta,WS10M,OM739053,9700_9899,83.0,3.59
../datasets/small_seq.fasta,test_var1,OM739053,9800_9999,84.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9800_9999,84.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9800_9999,84.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9800_9999,84.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9800_9999,84.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,9900_10099,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,9900_10099,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,9900_10099,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,9900_10099,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,9900_10099,100.0,3.61
../datasets/small_seq.fasta,test_var1,OU471040,10000_10199,92.5,3.94
../datasets/small_seq.fasta,test_var2,OU471040,10000_10199,92.5,4.01
../datasets/small_seq.fasta,QV2M,OU471040,10000_10199,92.5,3.39
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,10000_10199,92.5,3.33
../datasets/small_seq.fasta,WS10M,OU471040,10000_10199,92.5,2.98
../datasets/small_seq.fasta,test_var1,OU471040,10100_10299,93.0,3.94
../datasets/small_seq.fasta,test_var2,OU471040,10100_10299,93.0,4.01
../datasets/small_seq.fasta,QV2M,OU471040,10100_10299,93.0,3.39
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,10100_10299,93.0,3.34
../datasets/small_seq.fasta,WS10M,OU471040,10100_10299,93.0,2.99
../datasets/small_seq.fasta,test_var1,OM739053,10200_10399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10200_10399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10200_10399,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10200_10399,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10200_10399,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,10300_10499,100.0,2.22
../datasets/small_seq.fasta,test_var2,OM739053,10300_10499,100.0,2.46
../datasets/small_seq.fasta,QV2M,OM739053,10300_10499,100.0,3.53
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10300_10499,100.0,3.43
../datasets/small_seq.fasta,WS10M,OM739053,10300_10499,100.0,3.59
../datasets/small_seq.fasta,test_var1,OM739053,10400_10599,100.0,2.2
../datasets/small_seq.fasta,test_var2,OM739053,10400_10599,100.0,2.44
../datasets/small_seq.fasta,QV2M,OM739053,10400_10599,100.0,3.52
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10400_10599,100.0,3.41
../datasets/small_seq.fasta,WS10M,OM739053,10400_10599,100.0,3.58
../datasets/small_seq.fasta,test_var1,OM739053,10500_10699,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10500_10699,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10500_10699,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10500_10699,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10500_10699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OU471040,12000_12036,57.0,2.9
../datasets/small_seq.fasta,test_var2,OU471040,12000_12036,57.0,2.84
../datasets/small_seq.fasta,QV2M,OU471040,12000_12036,57.0,2.68
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,12000_12036,57.0,2.78
../datasets/small_seq.fasta,WS10M,OU471040,12000_12036,57.0,0.78
../datasets/small_seq.fasta,test_var1,OM739053,10600_10799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10600_10799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10600_10799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10600_10799,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10600_10799,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,10700_10899,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10700_10899,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10700_10899,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10700_10899,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10700_10899,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,10800_10999,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10800_10999,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10800_10999,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10800_10999,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10800_10999,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,10900_11099,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,10900_11099,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,10900_11099,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,10900_11099,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,10900_11099,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11000_11199,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11000_11199,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11000_11199,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11000_11199,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11000_11199,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11100_11299,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11100_11299,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11100_11299,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11100_11299,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11100_11299,100.0,3.61
../datasets/small_seq.fasta,test_var1,ON134852,11200_11399,78.0,3.65
../datasets/small_seq.fasta,test_var2,ON134852,11200_11399,78.0,3.3
../datasets/small_seq.fasta,QV2M,ON134852,11200_11399,78.0,3.57
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,11200_11399,78.0,1.74
../datasets/small_seq.fasta,WS10M,ON134852,11200_11399,78.0,3.65
../datasets/small_seq.fasta,test_var1,ON134852,11300_11499,67.0,3.63
../datasets/small_seq.fasta,test_var2,ON134852,11300_11499,67.0,3.29
../datasets/small_seq.fasta,QV2M,ON134852,11300_11499,67.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,11300_11499,67.0,1.71
../datasets/small_seq.fasta,WS10M,ON134852,11300_11499,67.0,3.63
../datasets/small_seq.fasta,test_var1,OU471040,11900_12036,80.5,3.13
../datasets/small_seq.fasta,test_var2,OU471040,11900_12036,80.5,3.16
../datasets/small_seq.fasta,QV2M,OU471040,11900_12036,80.5,2.98
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,11900_12036,80.5,2.55
../datasets/small_seq.fasta,WS10M,OU471040,11900_12036,80.5,2.04
../datasets/small_seq.fasta,test_var1,OM739053,11400_11599,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11400_11599,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11400_11599,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11400_11599,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11400_11599,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11500_11699,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11500_11699,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11500_11699,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11500_11699,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11500_11699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11600_11799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11600_11799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11600_11799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11600_11799,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11600_11799,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11700_11899,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,11700_11899,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,11700_11899,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11700_11899,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,11700_11899,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,11800_11999,83.0,2.12
../datasets/small_seq.fasta,test_var2,OM739053,11800_11999,83.0,2.18
../datasets/small_seq.fasta,QV2M,OM739053,11800_11999,83.0,3.2
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,11800_11999,83.0,3.2
../datasets/small_seq.fasta,WS10M,OM739053,11800_11999,83.0,3.25
../datasets/small_seq.fasta,test_var1,ON129429,0_199,87.0,2.94
../datasets/small_seq.fasta,test_var2,ON129429,0_199,87.0,3.21
../datasets/small_seq.fasta,QV2M,ON129429,0_199,87.0,3.46
../datasets/small_seq.fasta,PRECTOTCORR,ON129429,0_199,87.0,1.48
../datasets/small_seq.fasta,WS10M,ON129429,0_199,87.0,2.78
../datasets/small_seq.fasta,test_var1,OM739053,100_299,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,100_299,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,100_299,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,100_299,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,100_299,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,200_399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,200_399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,200_399,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,200_399,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,200_399,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,300_499,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,300_499,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,300_499,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,300_499,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,300_499,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,400_599,100.0,2.2
../datasets/small_seq.fasta,test_var2,OM739053,400_599,100.0,2.43
../datasets/small_seq.fasta,QV2M,OM739053,400_599,100.0,3.5
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,400_599,100.0,3.4
../datasets/small_seq.fasta,WS10M,OM739053,400_599,100.0,3.56
../datasets/small_seq.fasta,test_var1,OM739053,500_699,77.5,2.15
../datasets/small_seq.fasta,test_var2,OM739053,500_699,77.5,2.34
../datasets/small_seq.fasta,QV2M,OM739053,500_699,77.5,3.41
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,500_699,77.5,3.34
../datasets/small_seq.fasta,WS10M,OM739053,500_699,77.5,3.47
../datasets/small_seq.fasta,test_var1,OM739053,600_799,76.0,2.1
../datasets/small_seq.fasta,test_var2,OM739053,600_799,76.0,2.27
../datasets/small_seq.fasta,QV2M,OM739053,600_799,76.0,3.2
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,600_799,76.0,3.29
../datasets/small_seq.fasta,WS10M,OM739053,600_799,76.0,3.26
../datasets/small_seq.fasta,test_var1,OM739053,700_899,78.5,2.16
../datasets/small_seq.fasta,test_var2,OM739053,700_899,78.5,2.37
../datasets/small_seq.fasta,QV2M,OM739053,700_899,78.5,3.44
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,700_899,78.5,3.35
../datasets/small_seq.fasta,WS10M,OM739053,700_899,78.5,3.5
../datasets/small_seq.fasta,test_var1,ON134852,800_999,94.5,3.74
../datasets/small_seq.fasta,test_var2,ON134852,800_999,94.5,3.39
../datasets/small_seq.fasta,QV2M,ON134852,800_999,94.5,3.68
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,800_999,94.5,1.85
../datasets/small_seq.fasta,WS10M,ON134852,800_999,94.5,3.76
../datasets/small_seq.fasta,test_var1,ON134852,900_1099,92.5,3.75
../datasets/small_seq.fasta,test_var2,ON134852,900_1099,92.5,3.45
../datasets/small_seq.fasta,QV2M,ON134852,900_1099,92.5,3.74
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,900_1099,92.5,1.91
../datasets/small_seq.fasta,WS10M,ON134852,900_1099,92.5,3.82
../datasets/small_seq.fasta,test_var1,OM739053,1000_1199,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1000_1199,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1000_1199,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1000_1199,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1000_1199,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,1100_1299,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1100_1299,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1100_1299,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1100_1299,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1100_1299,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,1200_1399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1200_1399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1200_1399,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1200_1399,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1200_1399,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,1300_1499,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1300_1499,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1300_1499,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1300_1499,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1300_1499,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,1400_1599,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1400_1599,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1400_1599,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1400_1599,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1400_1599,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,1500_1699,100.0,2.17
../datasets/small_seq.fasta,test_var2,OM739053,1500_1699,100.0,2.34
../datasets/small_seq.fasta,QV2M,OM739053,1500_1699,100.0,3.41
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1500_1699,100.0,3.36
../datasets/small_seq.fasta,WS10M,OM739053,1500_1699,100.0,3.47
../datasets/small_seq.fasta,test_var1,ON134852,1600_1799,89.0,3.69
../datasets/small_seq.fasta,test_var2,ON134852,1600_1799,89.0,3.37
../datasets/small_seq.fasta,QV2M,ON134852,1600_1799,89.0,3.66
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,1600_1799,89.0,1.84
../datasets/small_seq.fasta,WS10M,ON134852,1600_1799,89.0,3.74
../datasets/small_seq.fasta,test_var1,OM739053,1700_1899,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1700_1899,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1700_1899,100.0,3.54
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1700_1899,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1700_1899,100.0,3.6
../datasets/small_seq.fasta,test_var1,OM739053,1800_1999,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1800_1999,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1800_1999,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1800_1999,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1800_1999,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,1900_2099,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,1900_2099,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,1900_2099,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,1900_2099,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,1900_2099,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2000_2199,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2000_2199,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2000_2199,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2000_2199,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2000_2199,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2100_2299,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2100_2299,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2100_2299,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2100_2299,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2100_2299,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2200_2399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2200_2399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2200_2399,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2200_2399,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2200_2399,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2300_2499,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2300_2499,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2300_2499,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2300_2499,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2300_2499,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2400_2599,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2400_2599,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2400_2599,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2400_2599,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2400_2599,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2500_2699,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2500_2699,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2500_2699,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2500_2699,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2500_2699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2600_2799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2600_2799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2600_2799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2600_2799,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2600_2799,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2700_2899,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2700_2899,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2700_2899,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2700_2899,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2700_2899,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2800_2999,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2800_2999,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2800_2999,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2800_2999,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2800_2999,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,2900_3099,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,2900_3099,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,2900_3099,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,2900_3099,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,2900_3099,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,3000_3199,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,3000_3199,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,3000_3199,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,3000_3199,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,3000_3199,100.0,3.61
../datasets/small_seq.fasta,test_var1,ON134852,3100_3299,89.5,3.75
../datasets/small_seq.fasta,test_var2,ON134852,3100_3299,89.5,3.45
../datasets/small_seq.fasta,QV2M,ON134852,3100_3299,89.5,3.74
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,3100_3299,89.5,1.91
../datasets/small_seq.fasta,WS10M,ON134852,3100_3299,89.5,3.82
../datasets/small_seq.fasta,test_var1,ON134852,3200_3399,92.5,3.76
../datasets/small_seq.fasta,test_var2,ON134852,3200_3399,92.5,3.45
../datasets/small_seq.fasta,QV2M,ON134852,3200_3399,92.5,3.75
../datasets/small_seq.fasta,PRECTOTCORR,ON134852,3200_3399,92.5,1.91
../datasets/small_seq.fasta,WS10M,ON134852,3200_3399,92.5,3.83
../datasets/small_seq.fasta,test_var1,OM739053,3300_3499,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,3300_3499,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,3300_3499,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,3300_3499,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,3300_3499,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,3400_3599,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,3400_3599,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,3400_3599,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,3400_3599,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,3400_3599,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,3500_3699,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,3500_3699,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,3500_3699,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,3500_3699,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,3500_3699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,3600_3799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,3600_3799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,3600_3799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,3600_3799,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,3600_3799,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,3700_3899,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,3700_3899,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,3700_3899,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,3700_3899,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,3700_3899,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,3800_3999,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,3800_3999,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,3800_3999,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,3800_3999,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,3800_3999,100.0,3.61
../datasets/small_seq.fasta,test_var1,OU471040,3900_4099,94.5,3.94
../datasets/small_seq.fasta,test_var2,OU471040,3900_4099,94.5,4.01
../datasets/small_seq.fasta,QV2M,OU471040,3900_4099,94.5,3.39
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,3900_4099,94.5,3.34
../datasets/small_seq.fasta,WS10M,OU471040,3900_4099,94.5,2.99
../datasets/small_seq.fasta,test_var1,OU471040,4000_4199,64.0,3.91
../datasets/small_seq.fasta,test_var2,OU471040,4000_4199,64.0,3.91
../datasets/small_seq.fasta,QV2M,OU471040,4000_4199,64.0,3.29
../datasets/small_seq.fasta,PRECTOTCORR,OU471040,4000_4199,64.0,3.24
../datasets/small_seq.fasta,WS10M,OU471040,4000_4199,64.0,2.89
../datasets/small_seq.fasta,test_var1,OM739053,4100_4299,86.0,2.19
../datasets/small_seq.fasta,test_var2,OM739053,4100_4299,86.0,2.4
../datasets/small_seq.fasta,QV2M,OM739053,4100_4299,86.0,3.47
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,4100_4299,86.0,3.37
../datasets/small_seq.fasta,WS10M,OM739053,4100_4299,86.0,3.53
../datasets/small_seq.fasta,test_var1,OM739053,4200_4399,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,4200_4399,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,4200_4399,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,4200_4399,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,4200_4399,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,4300_4499,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,4300_4499,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,4300_4499,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,4300_4499,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,4300_4499,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,4400_4599,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,4400_4599,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,4400_4599,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,4400_4599,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,4400_4599,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,4500_4699,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,4500_4699,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,4500_4699,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,4500_4699,100.0,3.44
../datasets/small_seq.fasta,WS10M,OM739053,4500_4699,100.0,3.61
../datasets/small_seq.fasta,test_var1,OM739053,4600_4799,100.0,2.23
../datasets/small_seq.fasta,test_var2,OM739053,4600_4799,100.0,2.47
../datasets/small_seq.fasta,QV2M,OM739053,4600_4799,100.0,3.55
../datasets/small_seq.fasta,PRECTOTCORR,OM739053,4600_4799,100.0,3.44
